N,P,K,temprature,humidity,ph,rainfall,label
50,64,50,31.07,92,6.64,94.01,papaya
47,63,53,36.82,92,6.7,221.08,papaya
50,62,49,32.75,93,6.97,69.73,papaya
41,47,50,36.82,92,6.84,109.85,papaya
49,65,46,34.18,92,6.76,120.05,papaya
36,63,50,27.15,93,6.87,87.66,papaya
42,47,46,27.31,92,6.57,162.66,papaya
49,60,54,33.27,93,6.95,199.45,papaya
54,68,48,32.11,92,6.87,107.14,papaya
45,62,51,30.8,91,6.7,155.51,papaya
61,65,47,42.45,91,6.65,123.1,papaya
50,57,49,30.79,92,6.76,149.12,papaya
67,55,53,27.7,93,6.69,206.2,papaya
51,54,47,40.38,95,6.76,155.76,papaya
51,65,55,41.6,91,6.86,165.01,papaya
49,58,48,29.12,93,6.58,215.38,papaya
44,59,52,35.08,91,6.95,108.31,papaya
46,61,49,34.06,95,6.98,170.8,papaya
62,66,45,31.08,93,6.91,53.86,papaya
42,61,49,30.25,94,6.75,73.37,papaya
33,67,47,28.17,94,6.78,76.07,papaya
41,69,48,34.79,91,6.82,162.37,papaya
64,56,49,31.4,94,6.72,234.58,papaya
48,65,51,24.92,93,6.81,144.44,papaya
66,61,51,38.15,90,6.79,169.97,papaya
34,64,46,27.76,93,6.7,193.58,papaya
34,66,53,27.98,92,6.7,151.48,papaya
65,60,48,28.42,92,6.87,102.62,papaya
44,60,46,25.99,92,6.62,194.22,papaya
50,57,53,33.44,93,6.57,176.41,papaya
53,65,49,36.88,92,6.87,174.69,papaya
47,65,50,30.34,93,6.7,154.41,papaya
51,65,50,34.93,90,6.73,48.54,papaya
49,62,49,27.31,90,6.74,79.49,papaya
59,55,53,36.02,91,6.72,140.35,papaya
55,66,50,35.51,94,6.57,203.76,papaya
64,58,54,34.19,92,6.78,135.53,papaya
41,48,48,27.59,92,6.75,183.68,papaya
56,59,53,39.52,92,6.78,41.97,papaya
59,56,53,36.28,92,6.88,128.28,papaya
54,54,53,40.5,93,6.57,102.87,papaya
47,57,47,37.58,91,6.62,144.75,papaya
60,57,53,36.36,92,6.56,180.69,papaya
50,65,48,40.61,95,6.83,236.24,papaya
44,69,50,36.67,92,6.75,130.29,papaya
65,58,49,34.47,93,6.64,83.05,papaya
68,63,51,35.02,91,6.8,182.77,papaya
42,62,49,27.3,91,6.96,104.81,papaya
67,57,47,31.8,94,6.73,98.03,papaya
47,62,46,28.29,93,6.96,58.9,papaya
63,54,46,28.31,93,6.77,58.97,papaya
56,57,51,27.31,93,6.55,108.42,papaya
49,62,49,30.52,93,6.76,190.63,papaya
63,53,50,36.31,91,6.75,208.61,papaya
68,61,52,26.69,94,6.71,85.07,papaya
43,66,54,35.99,91,6.74,100.85,papaya
59,52,49,38.8,91,6.63,90.68,papaya
49,59,52,42.52,93,6.58,66.67,papaya
60,64,49,31.0,91,6.75,47.36,papaya
55,55,52,29.15,92,6.55,208.49,papaya
38,55,49,35.91,92,6.86,197.22,papaya
63,53,51,31.36,93,6.78,92.78,papaya
57,56,47,33.13,90,6.76,146.72,papaya
33,52,52,41.48,92,6.63,83.11,papaya
63,61,46,37.82,93,6.81,191.18,papaya
68,68,49,34.58,91,6.75,141.19,papaya
58,55,48,26.45,91,6.75,208.94,papaya
68,59,53,32.48,93,6.84,146.61,papaya
53,58,53,34.36,94,6.79,247.31,papaya
62,50,46,27.38,93,6.7,116.8,papaya
33,60,46,41.28,95,6.86,207.75,papaya
41,59,49,29.94,94,6.74,144.12,papaya
49,60,50,28.97,91,6.73,200.13,papaya
51,53,50,38.42,91,6.8,75.17,papaya
45,56,54,24.01,94,6.67,92.06,papaya
63,52,51,28.6,93,6.66,52.73,papaya
58,54,45,26.4,92,6.6,101.85,papaya
62,60,49,37.63,94,6.87,168.55,papaya
31,64,47,37.23,93,6.8,198.53,papaya
53,64,54,35.64,92,6.73,51.07,papaya
39,63,50,28.03,91,6.71,143.14,papaya
38,51,54,26.89,94,6.76,170.83,papaya
39,58,50,34.35,94,6.7,67.3,papaya
53,54,48,39.03,91,6.82,123.72,papaya
54,61,53,39.95,94,6.54,67.95,papaya
63,58,52,37.71,91,6.87,160.1,papaya
62,59,49,24.06,90,6.74,206.02,papaya
63,57,51,29.92,91,6.94,216.81,papaya
45,62,50,36.13,92,6.94,242.95,papaya
51,61,49,36.35,93,6.61,59.05,papaya
60,66,47,43.56,92,6.69,131.11,papaya
51,62,51,28.0,91,6.79,112.72,papaya
56,69,52,37.38,91,6.75,239.21,papaya
38,49,54,41.78,91,6.68,111.77,papaya
59,58,49,27.15,92,6.81,76.05,papaya
32,60,51,29.65,91,6.73,168.02,papaya
46,68,51,30.77,94,6.67,177.79,papaya
58,61,48,34.03,91,6.59,221.93,papaya
47,65,48,37.77,93,6.65,115.81,papaya
35,65,45,30.69,92,6.83,127.7,papaya
49,54,53,23.79,93,6.79,71.73,papaya
41,56,46,38.28,94,6.83,116.27,papaya
40,64,50,34.44,93,6.75,120.59,papaya
55,63,47,41.82,90,6.51,144.87,papaya
60,58,47,41.33,94,6.67,183.29,papaya
57,55,54,36.07,94,6.77,124.53,papaya
39,49,47,29.67,93,6.76,224.3,papaya
40,66,53,27.58,93,6.92,178.9,papaya
65,60,45,25.48,92,6.76,115.8,papaya
40,65,51,27.65,92,6.61,120.11,papaya
42,52,52,33.52,94,6.84,86.2,papaya
54,56,45,34.43,90,6.7,133.04,papaya
56,59,49,36.73,91,6.75,62.54,papaya
42,63,53,26.41,92,6.88,210.4,papaya
35,54,47,25.26,92,6.64,171.29,papaya
38,61,47,35.43,91,6.76,214.35,papaya
49,60,52,34.79,92,6.57,172.15,papaya
38,60,53,27.51,94,6.72,193.22,papaya
47,70,51,34.16,93,6.65,62.25,papaya
48,67,51,33.85,93,6.7,100.48,papaya
56,56,51,28.88,91,6.63,141.82,papaya
39,60,51,27.1,91,6.71,141.38,papaya
47,66,52,35.61,93,6.72,140.97,papaya
49,64,52,35.41,94,6.76,135.09,papaya
41,61,52,32.66,91,6.67,82.08,papaya
66,64,51,25.45,93,6.69,171.72,papaya
39,63,49,25.22,93,6.74,89.11,papaya
38,54,49,29.55,92,6.81,242.3,papaya
47,69,48,35.19,91,6.88,125.26,papaya
40,62,47,40.17,94,6.82,143.61,papaya
49,65,53,41.48,92,6.84,142.65,papaya
45,55,51,39.44,92,6.58,240.68,papaya
49,51,50,38.66,94,6.75,89.95,papaya
39,56,47,30.28,93,6.77,172.19,papaya
55,70,51,32.42,92,6.76,53.49,papaya
37,49,53,32.99,90,6.61,244.52,papaya
45,59,50,28.54,91,6.73,140.03,papaya
45,60,50,31.27,90,6.77,65.22,papaya
54,67,51,35.04,92,6.52,184.64,papaya
48,51,51,32.25,92,6.86,236.06,papaya
58,49,48,29.24,92,6.65,81.94,papaya
35,57,52,25.47,93,6.58,89.22,papaya
34,56,50,36.39,93,6.64,156.46,papaya
52,55,50,27.59,92,6.7,145.98,papaya
48,56,48,33.56,90,6.65,154.93,papaya
54,62,52,37.69,94,6.68,142.33,papaya
37,63,51,30.31,90,6.73,224.6,papaya
44,68,50,27.47,92,6.82,184.61,papaya
52,54,46,34.5,92,6.92,154.87,papaya
43,54,51,37.56,93,6.94,48.64,papaya
69,62,52,42.99,92,6.67,83.87,papaya
54,65,53,42.37,91,6.74,137.99,papaya
54,62,49,35.69,93,6.77,246.78,papaya
37,66,53,34.44,92,6.97,85.83,papaya
51,60,49,38.76,92,6.67,55.25,papaya
52,58,53,35.71,91,6.66,103.72,papaya
61,53,50,29.82,93,6.69,100.81,papaya
55,67,52,37.27,91,6.92,92.19,papaya
46,49,49,29.74,91,6.67,94.78,papaya
35,49,50,34.29,91,6.74,133.54,papaya
35,50,52,34.58,92,6.69,248.24,papaya
64,63,53,36.89,92,6.88,193.36,papaya
35,64,49,35.3,93,6.76,162.3,papaya
44,67,54,32.84,92,6.86,167.25,papaya
58,63,48,30.4,92,6.98,193.76,papaya
55,56,48,24.95,90,6.85,77.17,papaya
50,53,48,42.97,92,6.69,73.35,papaya
57,63,52,32.23,95,6.83,59.94,papaya
53,62,51,26.92,93,6.78,50.07,papaya
60,60,53,35.87,90,6.9,57.88,papaya
37,53,51,33.72,92,6.78,100.1,papaya
38,56,47,32.61,93,6.93,179.6,papaya
49,57,48,41.01,90,6.85,129.32,papaya
40,59,52,42.5,92,6.86,123.74,papaya
37,55,47,33.54,93,6.93,97.05,papaya
56,56,54,39.08,95,6.71,239.35,papaya
39,46,52,36.53,93,6.78,228.45,papaya
53,57,50,37.49,92,6.53,73.15,papaya
46,50,47,31.96,93,6.61,198.8,papaya
40,61,48,30.26,91,6.85,60.54,papaya
53,68,51,40.12,91,6.79,93.63,papaya
58,56,46,42.91,91,6.65,137.62,papaya
48,58,49,31.87,93,6.54,144.0,papaya
49,51,52,42.04,92,6.7,232.23,papaya
41,50,51,28.56,93,6.75,188.05,papaya
59,59,50,38.66,91,6.67,238.2,papaya
57,66,51,39.13,93,6.91,242.48,papaya
59,68,48,36.75,93,6.69,84.3,papaya
46,64,50,30.97,93,6.74,89.14,papaya
52,57,50,34.72,90,6.66,205.72,papaya
60,59,48,26.59,92,6.79,146.09,papaya
51,59,49,29.3,94,6.68,149.51,papaya
59,65,51,26.36,93,6.65,137.29,papaya
36,53,50,35.36,93,6.73,176.27,papaya
39,67,51,32.89,92,6.72,163.61,papaya
54,50,52,34.8,92,6.85,212.87,papaya
60,67,53,32.2,92,6.7,87.51,papaya
38,56,45,42.51,95,6.73,103.42,papaya
37,59,54,41.71,92,6.7,111.92,papaya
59,64,46,38.39,94,6.8,69.35,papaya
58,68,48,39.49,90,6.62,175.59,papaya
57,69,49,30.65,92,6.82,230.86,papaya
60,65,50,34.09,91,6.83,226.36,papaya
56,56,52,32.03,93,6.78,74.7,papaya
37,61,48,26.67,91,6.73,162.64,papaya
39,64,52,34.76,93,6.65,74.57,papaya
61,63,45,36.33,91,6.76,203.61,papaya
57,70,46,28.87,93,6.64,162.66,papaya
61,50,54,38.36,93,6.76,162.11,papaya
49,57,50,41.1,93,6.85,160.31,papaya
67,53,52,39.39,94,6.89,172.73,papaya
37,55,50,32.25,91,6.81,98.51,papaya
58,66,47,33.54,92,6.83,100.25,papaya
55,65,49,32.22,92,6.81,119.51,papaya
38,62,48,39.93,91,6.82,201.72,papaya
53,52,53,37.79,93,6.55,41.89,papaya
52,56,47,38.23,94,6.68,154.16,papaya
60,55,53,42.12,92,6.93,159.8,papaya
64,57,49,38.19,92,6.91,145.1,papaya
65,61,49,34.88,92,6.81,123.2,papaya
62,55,52,35.78,92,6.74,130.77,papaya
58,64,48,23.58,90,6.76,157.72,papaya
48,56,51,27.12,94,6.99,126.63,papaya
42,62,50,39.69,91,6.95,96.41,papaya
57,47,49,26.78,93,6.72,177.72,papaya
51,63,49,27.25,92,6.89,82.1,papaya
32,56,55,36.55,91,6.94,143.96,papaya
57,66,47,27.57,92,6.67,128.3,papaya
43,51,48,23.43,91,6.55,49.79,papaya
54,59,53,43.41,92,6.83,211.61,papaya
44,62,51,36.22,92,6.72,179.39,papaya
52,54,47,33.84,93,6.8,83.66,papaya
64,54,51,34.52,93,6.76,163.52,papaya
41,68,55,28.69,92,6.63,93.16,papaya
42,58,46,39.16,94,6.6,188.04,papaya
43,49,47,29.74,94,6.72,187.27,papaya
46,70,48,32.7,90,6.7,220.63,papaya
42,65,50,41.71,93,6.68,245.25,papaya
40,58,48,28.44,93,6.7,139.33,papaya
46,56,49,34.69,92,6.79,154.53,papaya
57,63,48,36.49,93,6.93,104.7,papaya
61,64,51,33.65,94,6.77,136.78,papaya
46,59,49,35.23,93,6.77,103.66,papaya
40,61,50,32.31,91,6.93,46.91,papaya
61,52,46,38.31,91,6.64,78.82,papaya
48,53,47,28.8,94,6.65,105.12,papaya
56,48,52,37.1,94,6.65,156.24,papaya
50,48,49,25.49,92,6.83,120.72,papaya
38,50,51,34.5,91,6.87,175.08,papaya
42,63,50,35.44,93,6.96,52.34,papaya
61,46,53,28.96,91,6.66,99.67,papaya
54,55,48,43.24,91,6.69,224.7,papaya
61,55,50,42.15,93,6.9,63.83,papaya
44,56,50,32.46,94,6.69,155.45,papaya
37,56,47,34.75,90,6.63,208.2,papaya
65,61,51,42.52,92,6.7,83.07,papaya
52,68,45,24.59,92,6.92,69.53,papaya
57,63,54,27.29,93,6.74,157.28,papaya
62,61,51,39.86,93,6.89,244.32,papaya
36,61,53,23.95,92,6.54,128.76,papaya
60,58,53,25.04,93,6.63,109.34,papaya
61,53,51,28.59,91,6.55,177.09,papaya
42,61,48,38.67,91,6.79,166.27,papaya
42,54,51,37.2,92,6.77,93.18,papaya
46,55,54,23.11,91,6.73,150.22,papaya
38,59,47,26.63,91,6.7,118.81,papaya
48,59,50,35.62,93,6.87,159.1,papaya
57,64,50,27.71,94,6.65,67.41,papaya
69,62,49,40.92,91,6.79,53.33,papaya
59,46,51,39.65,93,6.65,80.55,papaya
44,60,51,34.15,92,6.81,71.93,papaya
64,51,52,36.7,94,6.94,152.59,papaya
52,57,50,34.6,94,6.89,200.23,papaya
38,61,52,32.3,92,6.8,117.55,papaya
53,58,47,28.4,94,6.79,161.72,papaya
40,56,52,31.95,93,6.59,121.59,papaya
60,56,50,34.42,92,6.89,126.85,papaya
57,63,51,28.61,91,6.67,96.76,papaya
58,49,54,38.71,93,6.92,134.08,papaya
52,66,52,43.35,92,6.83,200.72,papaya
53,62,54,38.07,94,6.72,166.71,papaya
47,68,55,40.57,91,6.78,216.42,papaya
63,51,49,27.4,90,6.76,131.37,papaya
56,59,51,31.71,92,6.9,48.38,papaya
45,49,51,38.34,93,6.68,166.36,papaya
58,60,46,35.03,90,6.84,233.51,papaya
32,61,45,37.01,91,6.75,45.12,papaya
53,48,50,33.25,92,6.8,98.49,papaya
59,55,53,30.14,92,6.71,147.41,papaya
39,51,52,31.55,91,6.84,141.79,papaya
49,54,50,30.13,93,6.74,212.04,papaya
51,62,51,36.75,93,6.57,164.38,papaya
41,65,50,26.86,94,6.56,141.89,papaya
59,54,47,37.02,94,6.81,124.07,papaya
58,53,52,28.39,91,6.87,221.45,papaya
61,63,53,24.02,93,6.62,242.95,papaya
37,57,47,30.59,92,6.94,152.43,papaya
61,63,50,23.82,91,6.84,172.23,papaya
46,54,51,36.36,92,6.63,209.68,papaya
55,49,53,32.4,92,6.95,80.6,papaya
47,54,52,33.45,94,6.71,132.3,papaya
36,62,54,38.28,91,6.65,135.45,papaya
51,61,50,34.76,92,6.73,182.31,papaya
69,50,49,36.22,94,6.7,226.33,papaya
62,66,52,39.12,91,6.55,136.81,papaya
64,66,47,28.86,91,6.81,174.67,papaya
60,63,47,43.5,95,6.78,165.41,papaya
54,60,52,32.45,94,6.7,203.35,papaya
50,56,51,31.58,92,6.59,187.6,papaya
65,60,53,35.61,93,6.76,127.54,papaya
48,61,49,35.63,92,6.75,92.01,papaya
35,53,47,26.74,92,6.74,184.24,papaya
42,61,52,27.86,92,6.7,210.76,papaya
53,60,47,25.2,93,6.64,191.67,papaya
45,68,50,32.24,93,6.63,181.56,papaya
36,57,50,27.36,92,6.82,141.93,papaya
52,56,50,27.34,93,6.84,189.83,papaya
48,61,49,33.08,94,6.59,206.64,papaya
59,68,52,39.03,92,6.87,93.25,papaya
60,56,49,34.3,93,6.95,167.93,papaya
48,60,49,36.75,93,6.61,128.69,papaya
39,57,47,38.62,92,6.69,108.47,papaya
61,66,46,35.84,93,6.92,195.23,papaya
49,66,53,36.23,93,6.74,231.93,papaya
56,61,48,32.55,94,6.77,169.72,papaya
44,58,51,34.27,92,6.65,171.01,papaya
40,56,49,34.91,93,6.83,72.36,papaya
38,56,49,36.06,91,6.7,168.87,papaya
45,62,50,41.46,91,6.74,167.08,papaya
39,56,49,42.06,93,6.67,196.44,papaya
44,64,48,24.95,91,6.79,63.82,papaya
32,54,47,40.31,94,6.81,156.53,papaya
51,48,52,38.39,93,6.79,175.48,papaya
43,68,49,30.67,94,6.91,121.02,papaya
44,63,49,34.02,92,6.92,107.42,papaya
50,64,50,35.37,92,6.79,122.35,papaya
38,66,47,38.87,93,6.61,113.81,papaya
59,54,46,41.97,92,6.69,176.82,papaya
45,58,49,36.53,93,6.68,163.75,papaya
58,64,47,32.16,92,6.8,187.01,papaya
63,68,54,35.35,93,6.65,129.93,papaya
51,55,48,29.35,92,6.56,241.13,papaya
68,61,54,43.51,93,6.76,216.65,papaya
33,54,48,28.34,95,6.73,188.31,papaya
51,61,50,34.75,91,6.69,129.9,papaya
61,60,52,26.12,93,6.65,116.57,papaya
48,66,53,30.14,93,6.86,64.34,papaya
58,52,48,38.47,91,6.9,147.7,papaya
62,63,50,30.44,93,6.83,156.23,papaya
49,69,52,43.63,91,6.79,80.7,papaya
63,57,54,38.59,94,6.77,153.59,papaya
69,56,52,34.67,93,6.87,113.47,papaya
42,63,51,38.63,91,6.78,164.64,papaya
42,54,49,40.06,93,6.81,213.33,papaya
53,48,52,37.08,92,6.69,161.22,papaya
40,61,50,30.63,94,6.75,145.23,papaya
42,62,54,31.57,93,6.87,115.18,papaya
56,47,47,34.78,93,6.89,102.42,papaya
45,49,49,41.23,92,6.65,149.17,papaya
60,59,48,36.79,91,6.64,61.47,papaya
31,67,54,30.91,92,6.63,177.84,papaya
40,58,50,29.75,94,6.84,155.42,papaya
60,54,49,41.21,92,6.59,156.35,papaya
45,61,49,36.86,94,6.77,122.2,papaya
57,56,52,32.7,91,6.79,142.93,papaya
48,61,54,29.28,94,6.64,144.56,papaya
58,50,50,36.36,92,6.82,137.65,papaya
46,68,49,34.79,93,6.63,110.93,papaya
50,50,50,33.93,94,6.83,122.12,papaya
57,61,50,39.09,94,6.78,122.05,papaya
46,58,50,34.11,93,6.6,200.8,papaya
45,49,49,37.42,94,6.7,99.72,papaya
49,57,52,33.43,93,6.67,80.74,papaya
42,64,46,30.79,93,6.65,169.9,papaya
44,54,48,35.77,93,6.83,94.27,papaya
42,67,50,32.71,91,6.76,145.04,papaya
45,61,51,34.36,92,6.89,87.63,papaya
50,62,49,25.83,91,6.73,163.8,papaya
54,57,49,32.39,94,6.65,235.53,papaya
57,63,51,36.57,93,6.66,93.28,papaya
49,59,49,33.48,94,6.85,169.15,papaya
31,60,54,27.2,91,6.6,59.33,papaya
38,68,47,29.26,93,6.81,159.54,papaya
35,62,53,37.85,94,6.71,98.75,papaya
43,51,49,33.96,92,6.51,150.81,papaya
62,64,48,39.75,91,6.82,113.03,papaya
50,57,53,38.58,93,6.89,107.75,papaya
46,50,50,39.77,93,6.71,141.27,papaya
45,55,50,35.88,94,6.87,163.41,papaya
36,62,49,32.77,92,6.73,145.99,papaya
52,62,52,34.72,93,6.72,105.43,papaya
54,65,51,43.43,95,6.76,41.72,papaya
67,60,51,30.69,93,6.68,166.71,papaya
33,64,53,35.8,94,6.85,124.08,papaya
33,58,48,30.88,91,6.73,88.88,papaya
51,55,48,43.01,93,6.97,179.6,papaya
40,57,52,28.61,94,6.8,171.75,papaya
63,66,53,31.28,94,6.77,208.15,papaya
53,57,54,26.36,92,6.62,161.86,papaya
61,61,46,26.91,93,6.72,154.17,papaya
47,61,46,35.52,93,6.8,139.71,papaya
49,63,53,23.18,93,6.74,149.15,papaya
51,64,49,26.42,93,6.7,236.24,papaya
58,58,45,42.06,91,6.76,91.3,papaya
35,59,52,34.07,92,6.96,149.53,papaya
66,61,49,32.58,91,6.92,148.48,papaya
70,63,47,42.3,93,6.8,156.61,papaya
60,65,51,31.07,93,6.88,106.54,papaya
46,52,53,35.39,93,6.59,163.48,papaya
68,60,51,28.21,94,6.63,195.58,papaya
34,52,48,26.42,92,6.92,149.42,papaya
34,60,50,31.63,94,6.75,48.63,papaya
42,60,49,37.08,91,6.62,102.88,papaya
36,64,48,38.09,92,6.76,147.99,papaya
42,63,50,29.13,93,6.89,67.27,papaya
43,54,54,41.05,92,6.83,164.1,papaya
56,64,49,38.03,93,6.71,171.9,papaya
44,62,54,32.54,93,6.84,118.57,papaya
63,67,49,24.74,92,6.81,153.45,papaya
66,60,48,29.38,94,6.94,127.75,papaya
37,63,48,36.47,94,6.73,76.8,papaya
40,66,51,33.79,93,6.67,136.82,papaya
63,63,51,36.18,95,6.54,179.72,papaya
53,58,50,26.03,95,6.72,161.72,papaya
48,69,50,31.22,93,6.59,49.58,papaya
48,69,51,31.5,91,6.96,111.34,papaya
48,59,53,37.66,94,6.78,74.06,papaya
58,48,51,25.43,94,6.69,174.35,papaya
61,67,50,30.21,93,6.57,116.46,papaya
46,50,52,28.91,91,6.66,99.95,papaya
39,52,51,38.99,94,6.54,150.01,papaya
58,62,48,33.14,93,6.89,137.16,papaya
38,47,51,39.51,92,6.51,144.3,papaya
40,56,45,39.11,92,6.81,141.01,papaya
34,54,52,35.38,95,6.58,81.99,papaya
57,58,54,42.89,93,6.85,84.54,papaya
57,55,48,33.95,91,6.82,109.81,papaya
49,50,54,36.24,92,6.74,168.78,papaya
56,66,47,24.54,92,6.93,97.71,papaya
61,57,52,28.37,92,6.78,83.38,papaya
46,62,52,32.18,91,6.69,118.98,papaya
47,52,45,35.14,92,6.83,177.34,papaya
52,66,50,34.15,92,6.96,188.81,papaya
48,68,49,31.08,93,6.77,118.35,papaya
52,54,49,36.43,92,6.66,68.33,papaya
33,61,51,37.04,92,6.77,171.41,papaya
51,66,52,33.42,92,6.86,173.56,papaya
54,56,47,37.74,90,6.76,204.84,papaya
59,69,48,30.72,93,6.93,104.01,papaya
33,65,52,39.95,95,6.84,83.28,papaya
40,54,46,38.98,92,6.69,178.12,papaya
35,59,51,37.96,93,6.58,216.11,papaya
51,69,51,26.28,94,6.76,133.62,papaya
52,54,50,38.05,92,6.61,248.08,papaya
62,57,51,36.17,94,6.86,179.23,papaya
53,65,47,35.95,92,6.81,123.54,papaya
52,50,48,29.61,92,6.82,139.92,papaya
38,62,51,39.04,91,6.76,207.54,papaya
31,52,54,39.96,92,6.77,89.74,papaya
68,60,55,25.7,91,6.72,161.16,papaya
36,60,51,35.52,91,6.88,66.44,papaya
58,60,47,30.69,93,6.98,104.28,papaya
37,60,51,36.58,94,6.64,161.93,papaya
39,58,49,41.88,93,6.51,143.81,papaya
40,50,47,39.85,93,6.57,143.19,papaya
43,50,45,30.88,92,6.88,174.73,papaya
47,60,49,32.13,92,6.9,201.65,papaya
47,57,52,39.76,91,6.82,203.09,papaya
40,47,47,42.52,93,6.76,187.86,papaya
58,54,48,28.53,93,6.81,94.47,papaya
36,61,46,33.12,92,6.77,76.6,papaya
50,58,49,31.28,93,6.68,240.62,papaya
36,60,47,41.22,93,6.64,199.4,papaya
38,60,48,38.33,92,6.79,157.95,papaya
49,67,50,41.21,93,6.71,58.39,papaya
51,57,51,27.96,93,6.85,154.93,papaya
37,51,54,30.51,91,6.85,75.37,papaya
57,59,52,33.85,93,6.75,113.52,papaya
61,53,45,38.66,93,6.81,120.67,papaya
38,57,51,40.04,92,6.63,136.42,papaya
61,57,50,36.36,92,6.83,118.07,papaya
44,50,51,37.19,93,6.52,59.06,papaya
55,65,55,32.82,93,6.97,85.93,papaya
66,57,52,32.85,93,6.78,83.03,papaya
59,65,52,37.62,91,6.78,85.87,papaya
46,52,49,25.32,92,6.57,88.48,papaya
68,52,50,32.03,93,6.8,124.23,papaya
64,61,49,37.55,94,6.58,126.83,papaya
46,59,51,28.36,93,6.73,201.85,papaya
46,49,49,30.58,92,6.78,114.57,papaya
59,64,47,32.89,90,6.64,57.33,papaya
53,63,50,28.51,93,6.52,131.23,papaya
35,57,50,36.65,93,6.96,100.56,papaya
45,55,54,33.77,93,6.69,108.4,papaya
56,56,52,37.39,94,6.78,144.4,papaya
61,53,48,27.11,93,6.73,110.05,papaya
51,66,49,31.84,94,6.6,159.26,papaya
56,59,47,42.68,90,6.65,151.89,papaya
50,61,54,39.88,92,6.54,161.12,papaya
33,54,51,27.08,93,6.84,132.89,papaya
59,69,48,30.8,94,6.73,222.5,papaya
41,55,51,33.51,94,6.87,159.17,papaya
68,51,48,39.38,93,6.93,187.16,papaya
58,52,50,35.76,92,6.83,65.84,papaya
41,48,46,28.42,91,6.93,130.36,papaya
53,52,54,31.95,93,6.93,72.41,papaya
65,60,55,31.58,94,6.59,84.55,papaya
66,57,50,26.95,93,6.77,127.23,papaya
40,60,52,42.99,93,6.94,108.17,papaya
41,55,53,27.27,91,6.8,200.01,papaya
39,58,48,30.78,95,6.6,218.17,papaya
49,53,52,37.11,94,6.58,161.98,papaya
57,47,47,36.63,94,6.79,232.23,papaya
49,51,49,35.29,93,6.8,96.7,papaya
45,61,46,38.35,94,6.64,96.57,papaya
49,56,55,27.91,91,6.69,122.27,papaya
48,52,46,42.17,93,6.77,201.44,papaya
42,58,47,32.17,94,6.57,90.71,papaya
53,54,51,28.13,92,6.69,87.31,papaya
65,70,49,38.38,90,6.53,118.02,papaya
31,57,50,36.65,91,6.86,145.82,papaya
49,50,50,30.69,90,6.98,210.63,papaya
34,58,47,34.23,93,6.78,185.08,papaya
53,59,51,31.15,92,6.8,178.81,papaya
54,58,46,29.1,93,6.87,86.59,papaya
62,47,47,41.22,92,6.78,229.5,papaya
61,51,48,26.71,91,6.79,148.49,papaya
42,60,47,27.66,92,6.72,196.43,papaya
42,62,47,28.88,91,6.73,207.9,papaya
65,62,51,38.97,93,6.71,183.41,papaya
58,54,51,39.92,94,6.63,152.02,papaya
57,59,46,35.31,90,6.83,128.44,papaya
48,67,50,31.94,93,6.66,137.83,papaya
49,67,48,33.06,92,6.68,55.81,papaya
32,58,54,33.89,91,6.68,159.22,papaya
48,61,48,28.31,91,6.62,145.18,papaya
38,59,53,33.44,91,6.83,179.3,papaya
38,55,53,43.53,92,6.81,238.62,papaya
54,55,52,28.82,91,6.83,67.88,papaya
42,59,48,35.01,95,6.76,238.2,papaya
50,61,50,28.85,91,6.92,154.65,papaya
36,53,47,41.68,94,6.94,77.58,papaya
54,59,46,37.74,91,6.71,180.14,papaya
46,60,50,30.38,92,6.85,147.8,papaya
35,66,49,23.13,94,6.95,228.29,papaya
53,57,49,30.6,94,6.7,70.37,papaya
68,56,50,41.13,94,6.86,118.18,papaya
46,55,51,37.79,91,6.61,102.23,papaya
50,51,50,25.91,91,6.72,126.05,papaya
40,59,48,32.93,91,6.88,123.2,papaya
43,61,49,34.31,92,6.79,146.73,papaya
56,55,46,36.24,94,6.86,113.23,papaya
65,55,49,37.76,93,6.6,138.76,papaya
68,53,47,31.5,92,6.59,218.74,papaya
67,67,48,42.17,91,6.71,170.47,papaya
60,57,48,25.38,93,6.93,101.81,papaya
54,58,51,33.29,93,6.91,84.36,papaya
39,60,48,35.21,91,6.66,182.77,papaya
52,59,49,40.43,94,6.73,179.47,papaya
68,55,52,37.61,92,6.6,96.8,papaya
46,62,51,42.17,90,6.5,73.5,papaya
54,59,54,33.75,92,6.69,193.02,papaya
60,51,50,32.73,91,6.69,200.64,papaya
46,58,52,27.33,93,6.87,163.51,papaya
32,68,52,26.75,91,6.68,119.4,papaya
48,47,48,40.63,93,6.51,174.02,papaya
37,64,49,33.59,93,6.77,162.11,papaya
61,60,52,33.47,91,6.74,199.83,papaya
54,55,53,35.28,91,6.53,53.6,papaya
38,61,53,31.86,93,6.81,172.79,papaya
53,60,52,40.29,92,6.73,99.8,papaya
50,55,50,30.85,92,6.78,84.27,papaya
32,54,47,25.13,91,6.71,177.83,papaya
60,55,51,32.49,92,6.66,58.73,papaya
52,58,51,38.01,92,6.92,101.5,papaya
54,58,46,34.94,92,6.82,104.52,papaya
46,54,50,27.97,93,6.96,207.23,papaya
50,62,53,35.24,92,6.95,186.86,papaya
61,64,53,37.97,94,6.67,93.72,papaya
47,62,50,35.93,93,6.74,93.11,papaya
62,60,50,28.33,92,6.83,163.31,papaya
43,56,52,26.84,92,6.8,201.44,papaya
