N,P,K,temperature,humidity,ph,rainfall,region,season,water_source,water_availability,label
94,45,43,28.41,86.66,6.44,1139.29,Maharashtra,Kharif,canal,high,rice
103,51,52,28.57,83.38,5.7,1406.36,Maharashtra,Kharif,canal,high,rice
96,53,53,27.95,85.93,5.99,1435.95,Maharashtra,Kharif,canal,high,rice
97,51,42,28.32,82.78,6.01,1159.8,Maharashtra,Kharif,canal,high,rice
109,56,48,27.54,85.7,6.07,1208.37,Maharashtra,Kharif,canal,high,rice
104,64,52,29.37,87.81,6.01,1101.35,Maharashtra,Kharif,canal,high,rice
85,52,56,27.92,86.36,5.78,992.33,Maharashtra,Kharif,canal,high,rice
92,45,52,24.98,84.91,5.59,1237.66,Maharashtra,Kharif,canal,high,rice
95,56,52,27.72,82.66,5.44,1082.61,Maharashtra,Kharif,canal,high,rice
117,54,49,28.47,88.98,6.5,1373.36,Maharashtra,Kharif,canal,high,rice
91,46,56,27.59,86.05,5.82,1142.56,Maharashtra,Kharif,canal,high,rice
101,51,46,28.01,88.39,5.51,1083.98,Maharashtra,Kharif,canal,high,rice
117,48,51,29.83,83.72,6.44,1225.67,Maharashtra,Kharif,canal,high,rice
100,49,51,29.5,84.44,5.92,1116.83,Maharashtra,Kharif,canal,high,rice
109,49,43,28.03,85.51,5.83,1220.32,Maharashtra,Kharif,canal,high,rice
95,56,44,27.0,85.23,6.5,1172.16,Maharashtra,Kharif,canal,high,rice
117,56,46,27.4,85.28,6.36,1279.69,Maharashtra,Kharif,canal,high,rice
86,52,53,27.27,82.32,5.93,1041.93,Maharashtra,Kharif,canal,high,rice
108,42,47,26.52,85.05,6.39,1477.82,Maharashtra,Kharif,canal,high,rice
109,43,54,27.48,82.53,5.27,1207.94,Maharashtra,Kharif,canal,high,rice
86,53,44,27.65,85.87,6.08,1074.5,Maharashtra,Kharif,canal,high,rice
101,49,50,28.43,88.84,6.08,1325.41,Maharashtra,Kharif,canal,high,rice
96,46,50,28.22,87.93,5.99,1169.29,Maharashtra,Kharif,canal,high,rice
102,50,48,27.48,84.91,5.95,930.31,Maharashtra,Kharif,canal,high,rice
98,41,49,28.84,86.4,5.91,1100.63,Maharashtra,Kharif,canal,high,rice
95,50,55,27.99,85.35,6.23,1133.66,Maharashtra,Kharif,canal,high,rice
87,56,50,26.93,83.69,6.01,1113.28,Maharashtra,Kharif,canal,high,rice
102,55,50,28.42,83.86,5.36,1258.54,Maharashtra,Kharif,canal,high,rice
101,46,49,29.7,88.23,6.01,1221.84,Maharashtra,Kharif,canal,high,rice
104,44,48,26.89,86.08,6.21,1348.88,Maharashtra,Kharif,canal,high,rice
111,51,41,27.44,85.66,6.19,1182.82,Maharashtra,Kharif,canal,high,rice
99,48,63,28.97,68.95,6.8,649.56,Maharashtra,Summer,canal,high,rice
95,49,41,30.05,70.27,5.73,717.44,Maharashtra,Summer,canal,high,rice
80,48,52,30.62,74.53,5.84,615.34,Maharashtra,Summer,canal,high,rice
95,47,50,28.95,71.35,5.61,528.11,Maharashtra,Summer,canal,high,rice
106,38,60,30.7,73.56,5.86,516.77,Maharashtra,Summer,canal,high,rice
114,48,44,27.65,68.63,5.46,588.67,Maharashtra,Summer,canal,high,rice
103,44,51,31.24,68.04,5.72,651.52,Maharashtra,Summer,canal,high,rice
92,53,50,29.45,75.69,5.47,720.9,Maharashtra,Summer,canal,high,rice
103,57,49,31.23,64.43,5.76,626.62,Maharashtra,Summer,canal,high,rice
97,50,44,32.08,75.23,5.89,557.67,Maharashtra,Summer,canal,high,rice
107,58,49,32.31,68.76,6.13,653.53,Maharashtra,Summer,canal,high,rice
108,50,44,29.15,70.22,5.74,624.06,Maharashtra,Summer,canal,high,rice
95,50,56,31.51,69.46,6.07,649.57,Maharashtra,Summer,canal,high,rice
102,47,47,30.39,67.42,6.04,597.49,Maharashtra,Summer,canal,high,rice
107,43,46,29.73,68.34,5.58,515.79,Maharashtra,Summer,canal,high,rice
109,44,52,30.15,72.38,6.04,570.54,Maharashtra,Summer,canal,high,rice
114,47,55,32.37,67.88,5.84,647.67,Maharashtra,Summer,canal,high,rice
102,48,53,29.81,68.07,6.08,621.27,Maharashtra,Summer,canal,high,rice
87,52,38,29.7,74.13,6.09,549.26,Maharashtra,Summer,canal,high,rice
107,59,53,29.26,75.06,5.71,634.54,Maharashtra,Summer,canal,high,rice
93,52,51,31.28,70.51,6.14,614.95,Maharashtra,Summer,canal,high,rice
110,41,48,29.36,74.52,5.89,729.77,Maharashtra,Summer,canal,high,rice
102,55,53,30.61,69.52,6.26,800.0,Maharashtra,Summer,canal,high,rice
102,42,58,31.51,70.89,5.53,590.8,Maharashtra,Summer,canal,high,rice
93,53,48,28.55,69.94,5.76,606.03,Maharashtra,Summer,canal,high,rice
108,51,55,29.25,71.39,5.71,648.22,Maharashtra,Summer,canal,high,rice
102,52,48,27.78,70.49,6.0,664.45,Maharashtra,Summer,canal,high,rice
102,43,51,32.19,69.26,5.94,669.13,Maharashtra,Summer,canal,high,rice
112,54,47,28.91,70.23,5.51,568.9,Maharashtra,Summer,canal,high,rice
108,47,53,29.71,71.87,5.67,675.42,Maharashtra,Summer,canal,high,rice
95,48,42,28.65,75.99,5.86,735.29,Maharashtra,Summer,canal,high,rice
110,51,57,30.22,70.09,5.36,530.52,Maharashtra,Summer,canal,high,rice
104,48,52,30.03,73.84,6.1,634.75,Maharashtra,Summer,canal,high,rice
104,47,49,28.66,79.6,6.22,640.93,Maharashtra,Summer,canal,high,rice
103,47,46,31.72,73.8,5.69,627.32,Maharashtra,Summer,canal,high,rice
101,39,42,32.74,66.99,6.33,570.51,Maharashtra,Summer,canal,high,rice
106,60,57,27.99,69.03,6.03,620.9,Maharashtra,Summer,canal,high,rice
96,54,48,30.72,66.92,5.49,669.06,Maharashtra,Summer,canal,high,rice
97,51,44,30.72,67.56,6.18,605.26,Maharashtra,Summer,canal,high,rice
99,51,51,30.8,68.73,6.11,572.13,Maharashtra,Summer,canal,high,rice
104,58,52,31.77,69.68,5.68,611.83,Maharashtra,Summer,canal,high,rice
101,59,41,31.22,70.63,5.8,545.09,Maharashtra,Summer,canal,high,rice
108,48,52,29.04,71.24,6.48,604.67,Maharashtra,Summer,canal,high,rice
108,48,45,30.82,74.46,6.17,637.53,Maharashtra,Summer,canal,high,rice
114,46,49,28.56,74.63,6.53,522.23,Maharashtra,Summer,canal,high,rice
109,50,47,29.15,74.07,5.89,563.97,Maharashtra,Summer,canal,high,rice
101,53,46,32.12,71.28,6.04,609.39,Maharashtra,Summer,canal,high,rice
102,50,58,26.22,67.49,5.9,561.68,Maharashtra,Summer,canal,high,rice
116,49,55,28.74,72.54,5.2,559.57,Maharashtra,Summer,canal,high,rice
101,52,56,28.23,73.09,6.21,614.13,Maharashtra,Summer,canal,high,rice
111,50,38,28.53,73.8,5.43,605.94,Maharashtra,Summer,canal,high,rice
99,53,43,29.1,71.38,6.04,619.31,Maharashtra,Summer,canal,high,rice
98,52,49,32.09,69.47,5.95,660.38,Maharashtra,Summer,canal,high,rice
105,42,58,29.36,74.85,5.86,660.68,Maharashtra,Summer,canal,high,rice
103,53,55,29.59,67.17,5.92,652.45,Maharashtra,Summer,canal,high,rice
88,48,51,30.55,70.48,5.79,674.27,Maharashtra,Summer,canal,high,rice
103,51,46,31.2,68.72,5.64,593.36,Maharashtra,Summer,canal,high,rice
106,45,47,32.88,70.07,5.68,692.23,Maharashtra,Summer,canal,high,rice
111,40,37,29.47,65.95,5.83,637.0,Maharashtra,Summer,canal,high,rice
95,45,48,28.36,70.82,5.85,579.12,Maharashtra,Summer,canal,high,rice
112,48,44,30.1,67.64,6.28,625.03,Maharashtra,Summer,canal,high,rice
107,52,43,30.69,65.82,6.09,595.41,Maharashtra,Summer,canal,high,rice
113,54,57,31.85,73.47,5.76,564.49,Maharashtra,Summer,canal,high,rice
89,55,42,30.38,67.91,5.47,638.9,Maharashtra,Summer,canal,high,rice
102,50,48,30.62,75.95,6.09,665.07,Maharashtra,Summer,canal,high,rice
97,49,53,29.84,64.16,5.68,536.37,Maharashtra,Summer,canal,high,rice
93,54,46,29.35,71.0,5.94,525.48,Maharashtra,Summer,canal,high,rice
93,53,46,31.46,66.26,5.94,692.1,Maharashtra,Summer,canal,high,rice
100,54,44,28.99,62.25,5.24,729.89,Maharashtra,Summer,canal,high,rice
103,53,61,29.97,75.09,5.65,527.29,Maharashtra,Summer,canal,high,rice
106,44,42,32.66,68.64,5.86,601.8,Maharashtra,Summer,canal,high,rice
104,55,55,30.5,75.66,5.2,608.06,Maharashtra,Summer,canal,high,rice
107,54,50,30.7,73.73,5.96,616.68,Maharashtra,Summer,canal,high,rice
95,48,56,30.06,65.27,6.06,601.87,Maharashtra,Summer,canal,high,rice
106,48,44,32.31,76.67,6.17,602.38,Maharashtra,Summer,canal,high,rice
110,53,59,30.7,78.2,6.17,519.66,Maharashtra,Summer,canal,high,rice
107,51,56,29.88,71.12,6.42,719.61,Maharashtra,Summer,canal,high,rice
102,50,48,30.19,68.64,6.7,542.79,Maharashtra,Summer,canal,high,rice
114,56,47,28.14,72.69,5.2,689.76,Maharashtra,Summer,canal,high,rice
93,54,49,32.72,69.07,6.15,688.13,Maharashtra,Summer,canal,high,rice
92,46,46,29.72,68.21,6.11,531.37,Maharashtra,Summer,canal,high,rice
91,50,50,30.84,68.99,5.57,600.9,Maharashtra,Summer,canal,high,rice
94,52,48,29.1,72.83,5.56,669.95,Maharashtra,Summer,canal,high,rice
108,54,51,29.71,76.61,5.76,647.83,Maharashtra,Summer,canal,high,rice
95,49,51,29.59,77.14,5.68,706.17,Maharashtra,Summer,canal,high,rice
101,54,48,29.7,71.6,5.86,564.89,Maharashtra,Summer,canal,high,rice
102,44,58,30.1,69.94,6.04,590.83,Maharashtra,Summer,canal,high,rice
95,39,55,30.15,68.27,6.25,574.74,Maharashtra,Summer,canal,high,rice
97,49,38,32.3,70.19,6.04,710.04,Maharashtra,Summer,canal,high,rice
106,47,46,29.53,69.2,5.46,587.0,Maharashtra,Summer,canal,high,rice
113,50,55,30.21,76.82,5.58,624.52,Maharashtra,Summer,canal,high,rice
112,47,54,30.06,76.47,6.29,636.49,Maharashtra,Summer,canal,high,rice
104,46,41,28.93,68.25,5.67,681.59,Maharashtra,Summer,canal,high,rice
109,48,46,28.54,72.55,6.31,601.49,Maharashtra,Summer,canal,high,rice
106,57,50,30.74,65.7,5.97,621.51,Maharashtra,Summer,canal,high,rice
98,49,45,31.11,74.1,6.12,656.36,Maharashtra,Summer,canal,high,rice
105,57,47,29.14,70.81,6.01,616.0,Maharashtra,Summer,canal,high,rice
98,47,49,29.94,69.39,6.0,519.14,Maharashtra,Summer,canal,high,rice
112,58,57,29.46,67.5,6.28,656.73,Maharashtra,Summer,canal,high,rice
105,47,52,28.55,73.32,6.31,720.14,Maharashtra,Summer,canal,high,rice
105,54,51,30.74,69.84,5.93,588.11,Maharashtra,Summer,canal,high,rice
111,45,48,28.34,68.41,6.28,711.77,Maharashtra,Summer,canal,high,rice
105,43,53,30.84,75.57,6.54,526.27,Maharashtra,Summer,canal,high,rice
100,43,53,29.25,69.51,5.76,697.07,Maharashtra,Summer,canal,high,rice
100,56,43,30.76,75.48,5.92,657.1,Maharashtra,Summer,canal,high,rice
101,49,47,30.09,73.3,5.83,598.56,Maharashtra,Summer,canal,high,rice
113,49,39,30.08,71.74,5.59,633.6,Maharashtra,Summer,canal,high,rice
102,47,51,30.35,69.62,6.17,700.18,Maharashtra,Summer,canal,high,rice
107,61,48,30.17,68.58,5.94,521.51,Maharashtra,Summer,canal,high,rice
107,47,38,28.56,70.78,5.92,723.22,Maharashtra,Summer,canal,high,rice
96,51,49,29.67,71.18,5.92,634.56,Maharashtra,Summer,canal,high,rice
110,53,41,31.49,69.32,6.11,568.27,Maharashtra,Summer,canal,high,rice
94,51,50,28.86,72.31,5.94,620.77,Maharashtra,Summer,canal,high,rice
111,51,43,29.85,71.71,5.56,603.99,Maharashtra,Summer,canal,high,rice
122,47,57,30.04,74.89,5.69,661.5,Maharashtra,Summer,canal,high,rice
107,49,44,32.34,67.08,6.1,636.67,Maharashtra,Summer,canal,high,rice
104,43,55,29.86,75.25,5.84,617.06,Maharashtra,Summer,canal,high,rice
100,45,52,31.64,74.81,5.86,676.08,Maharashtra,Summer,canal,high,rice
103,47,48,32.28,67.32,5.62,718.97,Maharashtra,Summer,canal,high,rice
107,56,44,28.25,75.61,5.98,611.79,Maharashtra,Summer,canal,high,rice
102,44,49,28.75,69.98,5.13,559.2,Maharashtra,Summer,canal,high,rice
116,56,49,28.39,75.9,5.89,524.29,Maharashtra,Summer,canal,high,rice
102,48,57,31.07,72.16,5.8,644.35,Maharashtra,Summer,canal,high,rice
89,52,43,31.67,71.11,5.83,575.78,Maharashtra,Summer,canal,high,rice
101,53,45,28.28,72.5,5.57,560.83,Maharashtra,Summer,canal,high,rice
110,44,56,29.65,67.68,5.96,613.17,Maharashtra,Summer,canal,high,rice
107,50,48,29.48,68.81,6.4,582.1,Maharashtra,Summer,canal,high,rice
96,52,51,31.42,73.76,6.22,660.49,Maharashtra,Summer,canal,high,rice
102,54,52,32.97,75.59,6.33,788.34,Maharashtra,Summer,canal,high,rice
108,52,50,29.48,67.72,6.12,556.69,Maharashtra,Summer,canal,high,rice
94,54,47,28.38,69.06,6.0,608.82,Maharashtra,Summer,canal,high,rice
104,50,49,29.61,69.44,5.97,648.96,Maharashtra,Summer,canal,high,rice
95,51,38,29.23,74.52,5.86,631.88,Maharashtra,Summer,canal,high,rice
112,49,51,30.76,68.28,5.96,641.01,Maharashtra,Summer,canal,high,rice
102,50,48,31.57,69.08,5.44,585.41,Maharashtra,Summer,canal,high,rice
109,50,47,31.0,70.39,5.55,732.79,Maharashtra,Summer,canal,high,rice
98,53,59,30.63,73.08,6.1,539.78,Maharashtra,Summer,canal,high,rice
107,53,59,31.34,68.82,5.6,545.17,Maharashtra,Summer,canal,high,rice
110,44,47,30.51,75.29,6.4,627.41,Maharashtra,Summer,canal,high,rice
116,60,50,29.29,67.63,6.19,544.98,Maharashtra,Summer,canal,high,rice
92,59,49,29.89,69.74,5.75,715.07,Maharashtra,Summer,canal,high,rice
109,53,44,29.17,67.69,6.43,677.85,Maharashtra,Summer,canal,high,rice
113,46,53,31.29,70.46,5.49,545.42,Maharashtra,Summer,canal,high,rice
110,46,59,28.23,76.92,5.6,624.94,Maharashtra,Summer,canal,high,rice
104,53,40,29.57,76.93,5.83,711.9,Maharashtra,Summer,canal,high,rice
104,44,57,30.25,68.55,5.85,594.26,Maharashtra,Summer,canal,high,rice
94,50,52,30.36,70.3,5.84,611.3,Maharashtra,Summer,canal,high,rice
114,52,51,31.2,75.01,6.14,707.8,Maharashtra,Summer,canal,high,rice
92,53,60,30.04,70.03,5.55,688.14,Maharashtra,Summer,canal,high,rice
94,47,45,29.25,74.78,6.34,584.12,Maharashtra,Summer,canal,high,rice
113,52,46,29.85,72.87,5.82,593.82,Maharashtra,Summer,canal,high,rice
93,50,45,29.47,74.39,5.98,538.54,Maharashtra,Summer,canal,high,rice
100,56,58,28.07,76.17,5.55,558.43,Maharashtra,Summer,canal,high,rice
92,54,51,30.25,76.28,5.77,582.66,Maharashtra,Summer,canal,high,rice
116,54,51,30.34,71.5,5.52,619.75,Maharashtra,Summer,canal,high,rice
104,44,45,30.53,76.4,5.95,600.99,Maharashtra,Summer,canal,high,rice
94,49,57,27.51,73.06,6.06,739.87,Maharashtra,Summer,canal,high,rice
101,58,52,31.25,63.07,5.87,648.95,Maharashtra,Summer,canal,high,rice
104,56,53,26.53,73.35,5.73,651.43,Maharashtra,Summer,canal,high,rice
101,48,42,30.87,73.49,6.22,599.72,Maharashtra,Summer,canal,high,rice
97,49,48,31.08,70.59,5.63,614.96,Maharashtra,Summer,canal,high,rice
105,47,50,30.51,77.3,6.14,695.85,Maharashtra,Summer,canal,high,rice
101,53,49,32.24,71.29,5.78,598.19,Maharashtra,Summer,canal,high,rice
102,59,46,30.99,70.78,5.8,661.89,Maharashtra,Summer,canal,high,rice
101,51,47,30.37,80.4,5.86,599.6,Maharashtra,Summer,canal,high,rice
98,47,60,28.24,72.56,5.97,644.46,Maharashtra,Summer,canal,high,rice
114,46,57,30.7,72.21,5.81,663.54,Maharashtra,Summer,canal,high,rice
107,59,53,27.98,65.92,5.78,609.35,Maharashtra,Summer,canal,high,rice
108,48,53,28.92,73.78,5.73,674.68,Maharashtra,Summer,canal,high,rice
108,49,56,29.42,78.59,6.54,641.45,Maharashtra,Summer,canal,high,rice
107,49,49,27.74,66.97,5.76,585.78,Maharashtra,Summer,canal,high,rice
100,50,46,30.87,70.76,6.07,614.33,Maharashtra,Summer,canal,high,rice
103,52,46,32.76,68.87,6.37,613.98,Maharashtra,Summer,canal,high,rice
90,54,45,31.99,77.68,5.83,650.61,Maharashtra,Summer,canal,high,rice
93,49,44,27.54,67.02,6.35,609.22,Maharashtra,Summer,canal,high,rice
100,42,50,28.96,63.83,6.42,593.64,Maharashtra,Summer,canal,high,rice
92,54,45,31.21,70.23,5.77,718.87,Maharashtra,Summer,canal,high,rice
100,51,54,30.94,73.03,5.83,591.93,Maharashtra,Summer,canal,high,rice
96,50,39,29.27,70.09,5.84,586.4,Maharashtra,Summer,canal,high,rice
91,49,48,31.56,66.61,5.73,572.59,Maharashtra,Summer,canal,high,rice
97,44,57,31.49,70.61,5.48,548.78,Maharashtra,Summer,canal,high,rice
113,52,49,30.83,71.27,5.84,644.72,Maharashtra,Summer,canal,high,rice
122,57,54,30.33,71.6,5.6,523.56,Maharashtra,Summer,canal,high,rice
101,45,48,29.46,68.85,5.48,717.9,Maharashtra,Summer,canal,high,rice
110,49,54,30.1,66.47,6.1,633.52,Maharashtra,Summer,canal,high,rice
94,61,49,30.8,69.77,5.79,598.43,Maharashtra,Summer,canal,high,rice
103,51,58,28.02,67.66,6.74,609.07,Maharashtra,Summer,canal,high,rice
105,49,54,30.63,72.01,6.11,632.81,Maharashtra,Summer,canal,high,rice
108,54,55,29.19,75.32,5.75,663.12,Maharashtra,Summer,canal,high,rice
99,46,54,30.77,65.83,5.56,477.04,Maharashtra,Summer,canal,high,rice
101,48,48,28.26,76.15,5.47,613.32,Maharashtra,Summer,canal,high,rice
94,48,53,30.64,72.68,6.73,660.82,Maharashtra,Summer,canal,high,rice
98,47,49,29.81,67.3,6.28,676.53,Maharashtra,Summer,canal,high,rice
112,56,48,30.26,64.16,5.93,578.68,Maharashtra,Summer,canal,high,rice
116,55,54,29.73,70.85,5.8,661.24,Maharashtra,Summer,canal,high,rice
111,50,62,29.51,78.23,5.85,702.94,Maharashtra,Summer,canal,high,rice
111,53,56,32.08,68.17,6.35,539.51,Maharashtra,Summer,canal,high,rice
105,57,44,33.2,74.99,5.96,708.13,Maharashtra,Summer,canal,high,rice
94,54,61,31.44,70.88,5.56,545.55,Maharashtra,Summer,canal,high,rice
104,47,57,30.65,68.04,5.93,632.23,Maharashtra,Summer,canal,high,rice
97,52,46,31.01,67.24,5.91,628.08,Maharashtra,Summer,canal,high,rice
91,51,50,30.17,71.13,5.98,703.01,Maharashtra,Summer,canal,high,rice
99,49,38,29.6,71.33,5.78,727.44,Maharashtra,Summer,canal,high,rice
102,49,49,29.97,75.93,5.89,688.32,Maharashtra,Summer,canal,high,rice
101,52,52,30.78,73.06,5.61,682.77,Maharashtra,Summer,canal,high,rice
107,55,52,29.41,73.24,6.26,632.86,Maharashtra,Summer,canal,high,rice
108,51,52,29.16,68.69,6.27,662.07,Maharashtra,Summer,canal,high,rice
103,53,41,31.72,69.72,6.06,661.21,Maharashtra,Summer,canal,high,rice
99,50,45,30.33,71.16,5.74,621.79,Maharashtra,Summer,canal,high,rice
95,54,55,28.72,71.09,5.49,614.43,Maharashtra,Summer,canal,high,rice
111,48,45,29.58,73.61,6.02,648.52,Maharashtra,Summer,canal,high,rice
107,46,45,31.58,72.3,5.83,662.42,Maharashtra,Summer,canal,high,rice
87,47,52,26.14,67.42,6.23,683.51,Maharashtra,Summer,canal,high,rice
102,50,53,26.44,71.75,5.89,711.69,Maharashtra,Summer,canal,high,rice
104,55,48,30.07,75.33,5.22,659.38,Maharashtra,Summer,canal,high,rice
97,49,49,32.45,71.85,5.42,649.39,Maharashtra,Summer,canal,high,rice
112,54,49,31.83,73.74,5.82,615.32,Maharashtra,Summer,canal,high,rice
109,44,52,30.02,72.27,5.74,705.68,Maharashtra,Summer,canal,high,rice
102,55,45,29.5,65.93,6.18,619.61,Maharashtra,Summer,canal,high,rice
99,47,46,29.56,70.63,6.05,552.8,Maharashtra,Summer,canal,high,rice
97,52,43,30.02,73.1,6.17,580.42,Maharashtra,Summer,canal,high,rice
98,52,48,29.39,66.1,5.92,614.43,Maharashtra,Summer,canal,high,rice
94,61,61,32.18,75.68,5.87,693.05,Maharashtra,Summer,canal,high,rice
108,43,51,32.85,67.82,5.88,707.46,Maharashtra,Summer,canal,high,rice
106,53,52,29.76,68.3,6.23,645.4,Maharashtra,Summer,canal,high,rice
97,49,46,32.17,71.07,5.95,596.81,Maharashtra,Summer,canal,high,rice
111,49,47,31.23,78.86,5.96,696.97,Maharashtra,Summer,canal,high,rice
100,59,53,29.25,70.75,5.89,580.2,Maharashtra,Summer,canal,high,rice
99,53,44,29.85,74.99,5.96,697.77,Maharashtra,Summer,canal,high,rice
110,47,50,28.29,70.25,5.71,601.5,Maharashtra,Summer,canal,high,rice
101,42,52,27.74,71.54,5.53,575.44,Maharashtra,Summer,canal,high,rice
94,47,51,27.29,70.95,5.99,608.49,Maharashtra,Summer,canal,high,rice
101,55,41,32.62,79.96,5.09,619.31,Maharashtra,Summer,canal,high,rice
95,54,47,26.33,73.38,5.59,652.25,Maharashtra,Summer,canal,high,rice
104,49,53,30.27,71.76,5.47,653.73,Maharashtra,Summer,canal,high,rice
103,58,44,28.03,68.74,5.48,544.34,Maharashtra,Summer,canal,high,rice
107,62,46,28.68,75.49,5.54,613.52,Maharashtra,Summer,canal,high,rice
100,46,51,30.02,70.14,6.21,560.75,Maharashtra,Summer,canal,high,rice
104,56,60,31.01,76.07,6.13,724.74,Maharashtra,Summer,canal,high,rice
99,48,54,32.0,75.37,5.78,635.75,Maharashtra,Summer,canal,high,rice
91,58,47,29.4,66.52,5.57,648.54,Maharashtra,Summer,canal,high,rice
110,52,55,28.28,70.55,5.89,610.78,Maharashtra,Summer,canal,high,rice
90,54,46,31.45,68.31,5.74,645.12,Maharashtra,Summer,canal,high,rice
100,44,51,29.45,67.51,5.46,533.78,Maharashtra,Summer,canal,high,rice
115,45,48,28.62,66.49,6.1,613.53,Maharashtra,Summer,canal,high,rice
103,53,52,30.72,71.75,6.15,530.08,Maharashtra,Summer,canal,high,rice
93,45,50,30.49,64.76,6.05,577.2,Maharashtra,Summer,canal,high,rice
97,45,44,29.42,71.92,5.33,622.3,Maharashtra,Summer,canal,high,rice
86,60,48,30.19,73.1,6.12,640.98,Maharashtra,Summer,canal,high,rice
92,53,51,27.81,72.29,5.88,655.12,Maharashtra,Summer,canal,high,rice
97,55,48,28.54,70.84,5.94,509.93,Maharashtra,Summer,canal,high,rice
109,50,55,29.74,70.91,5.73,624.59,Maharashtra,Summer,canal,high,rice
95,55,48,29.97,73.06,5.72,658.13,Maharashtra,Summer,canal,high,rice
105,46,50,30.41,64.81,5.84,607.32,Maharashtra,Summer,canal,high,rice
100,37,35,31.7,75.51,6.47,623.98,Maharashtra,Summer,canal,high,rice
100,46,46,29.28,71.07,5.94,613.87,Maharashtra,Summer,canal,high,rice
98,49,50,28.89,63.58,5.73,645.99,Maharashtra,Summer,canal,high,rice
104,53,51,28.95,71.91,5.76,558.6,Maharashtra,Summer,canal,high,rice
104,47,41,31.25,63.04,5.73,621.81,Maharashtra,Summer,canal,high,rice
101,48,49,30.97,74.08,5.6,669.47,Maharashtra,Summer,canal,high,rice
103,38,49,29.0,74.37,6.2,658.64,Maharashtra,Summer,canal,high,rice
106,56,39,31.83,70.49,5.33,450.0,Maharashtra,Summer,canal,high,rice
93,48,50,28.66,77.04,6.57,652.9,Maharashtra,Summer,canal,high,rice
101,50,41,30.62,69.35,6.28,659.48,Maharashtra,Summer,canal,high,rice
100,49,55,29.04,75.95,6.33,668.91,Maharashtra,Summer,canal,high,rice
101,53,51,28.13,70.67,5.53,618.69,Maharashtra,Summer,canal,high,rice
117,40,50,31.94,68.12,5.84,644.35,Maharashtra,Summer,canal,high,rice
91,48,49,28.06,68.78,5.78,602.06,Maharashtra,Summer,canal,high,rice
91,58,52,30.6,82.0,6.0,549.03,Maharashtra,Summer,canal,high,rice
110,50,45,28.2,70.16,5.67,636.97,Maharashtra,Summer,canal,high,rice
108,55,38,28.9,70.6,6.12,594.91,Maharashtra,Summer,canal,high,rice
106,51,47,27.42,71.49,5.61,591.26,Maharashtra,Summer,canal,high,rice
98,47,45,31.35,67.45,5.69,698.23,Maharashtra,Summer,canal,high,rice
92,49,50,28.94,71.29,5.77,688.62,Maharashtra,Summer,canal,high,rice
100,57,48,29.16,77.86,5.89,728.16,Maharashtra,Summer,canal,high,rice
94,48,50,30.78,64.55,5.42,653.56,Maharashtra,Summer,canal,high,rice
107,50,50,31.47,68.84,5.86,561.46,Maharashtra,Summer,canal,high,rice
109,48,49,28.49,68.62,6.43,629.25,Maharashtra,Summer,canal,high,rice
120,53,47,30.91,78.84,5.41,575.86,Maharashtra,Summer,canal,high,rice
118,50,46,29.6,74.2,5.75,638.86,Maharashtra,Summer,canal,high,rice
94,60,45,31.53,71.43,5.77,622.38,Maharashtra,Summer,canal,high,rice
96,50,49,29.31,69.39,6.23,590.08,Maharashtra,Summer,canal,high,rice
107,45,49,29.83,67.51,5.61,712.89,Maharashtra,Summer,canal,high,rice
107,53,45,30.9,72.67,6.35,658.2,Maharashtra,Summer,canal,high,rice
114,48,52,30.79,77.3,5.8,586.9,Maharashtra,Summer,canal,high,rice
112,47,49,31.41,70.66,5.57,773.85,Maharashtra,Summer,canal,high,rice
106,42,37,30.5,72.58,6.04,594.38,Maharashtra,Summer,canal,high,rice
104,55,47,28.94,75.99,5.44,698.0,Maharashtra,Summer,canal,high,rice
92,52,50,32.55,70.07,6.25,551.09,Maharashtra,Summer,canal,high,rice
109,41,43,29.7,68.24,5.81,551.28,Maharashtra,Summer,canal,high,rice
96,50,44,28.62,65.65,5.58,704.18,Maharashtra,Summer,canal,high,rice
90,54,47,30.44,75.55,5.51,622.37,Maharashtra,Summer,canal,high,rice
107,48,51,29.53,74.15,5.5,576.95,Maharashtra,Summer,canal,high,rice
100,53,51,30.96,66.07,5.86,621.61,Maharashtra,Summer,canal,high,rice
109,54,56,28.88,74.94,6.45,609.91,Maharashtra,Summer,canal,high,rice
108,48,55,28.99,73.85,5.78,645.39,Maharashtra,Summer,canal,high,rice
88,47,36,30.32,73.97,5.63,597.54,Maharashtra,Summer,canal,high,rice
98,47,52,29.82,63.93,5.46,558.08,Maharashtra,Summer,canal,high,rice
110,46,51,30.59,69.53,6.15,633.69,Maharashtra,Summer,canal,high,rice
106,43,52,31.21,69.16,5.61,597.34,Maharashtra,Summer,canal,high,rice
25,24,26,25.83,46.59,6.5,309.59,Maharashtra,Kharif,rainfed,low,sesame
